Predicted duration,1.5,,,
Predicted error,0.8,,,
Predicted start,08:37:31,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
215,[08:35:46.1687031],26872,653195,818614
216,[08:35:46.5191816],14231,565209,807136
217,[08:35:46.8696601],19203,651693,762152
218,[08:35:47.2201440],17600,731222,827955
219,[08:35:47.5706225],24874,759330,821598
220,[08:35:47.9211010],16953,704769,761561
221,[08:35:48.2715850],18827,715773,826115
222,[08:35:48.6220634],14305,679684,824613
223,[08:35:48.9725419],14570,680217,808647
224,[08:35:49.3230258],19411,642186,825061
225,[08:35:49.6735043],8825,700409,859166
226,[08:35:50.0239882],14617,679235,830584
227,[08:35:50.3744667],22575,679944,802963
228,[08:35:50.7249452],15157,736379,825651
229,[08:35:51.0754292],13557,638520,831184
230,[08:35:51.4259076],13978,707121,847266
231,[08:35:51.7763861],9570,694762,884080
232,[08:35:52.1268701],20625,686073,827874
233,[08:35:52.4773486],17528,665458,839754
234,[08:35:52.8278270],20081,670907,805913
235,[08:35:53.1783110],20995,673385,819234
236,[08:35:53.5287895],20104,694210,849501
237,[08:35:53.8792680],21089,661036,821161
238,[08:35:54.2297520],15673,680369,827016
239,[08:35:54.5802304],19148,694066,853943
240,[08:35:54.9307089],14498,665791,812375
241,[08:35:55.2811929],14286,652104,825472
242,[08:35:55.6316714],22786,675133,836907
243,[08:35:55.9821499],17343,673334,806889
244,[08:35:56.3326337],22762,680561,797562
245,[08:35:56.6831122],16136,664940,878525
246,[08:35:57.0335962],16446,699583,828599
247,[08:35:57.3840747],21522,659933,823147
248,[08:35:57.7345532],16980,717909,790953
249,[08:35:58.0850371],16954,669017,879607
250,[08:35:58.4355156],15553,693180,856823
251,[08:35:58.7859941],16910,725318,805433
252,[08:35:59.1364781],12051,669361,791908
253,[08:35:59.4869565],18893,710157,810253
254,[08:35:59.8374350],19764,677175,844686
255,[08:36:00.1879190],21637,654708,803519
256,[08:36:00.5383975],11046,675426,767152
257,[08:36:00.8888759],17829,666698,783445
258,[08:36:01.2393599],12129,656721,794281
259,[08:36:01.5898384],17505,656596,834498
260,[08:36:01.9403169],9771,688734,808769
261,[08:36:02.2908009],17209,647255,830766
262,[08:36:02.6412793],18804,630743,849513
263,[08:36:02.9917578],16261,675781,842504
264,[08:36:03.3422417],16696,692598,797628
265,[08:36:03.6927202],16922,641355,816499
266,[08:36:04.0432042],960,669362,825508
267,[08:36:04.3936826],18649,660763,762694
268,[08:36:04.7441611],15753,708748,828861
269,[08:36:05.0946451],15412,671809,742783
270,[08:36:05.4451236],5710,687016,823920
271,[08:36:05.7956021],8511,644422,790269
272,[08:36:06.1460860],12277,676014,817418
273,[08:36:06.4965645],16510,667557,816006
274,[08:36:06.8470430],19937,656153,827029
275,[08:36:07.1975270],16781,637850,842237
276,[08:36:07.5480055],11592,655888,805415
277,[08:36:07.8984839],13030,711861,798134
278,[08:36:08.2489679],23451,667496,802669
279,[08:36:08.5994464],18819,693615,801482
280,[08:36:08.9499249],16835,725639,790228
281,[08:36:09.3004088],15994,667591,828543
282,[08:36:09.6508873],19469,674535,792508
283,[08:36:10.0013713],14432,676458,783259
284,[08:36:10.3518498],6699,648765,805152
285,[08:36:10.7023283],26110,655627,810457
286,[08:36:11.0528122],19095,676610,812351
287,[08:36:11.4032907],14607,714062,845882
288,[08:36:11.7537692],8777,656810,830496
289,[08:36:12.1042532],11328,694354,796595
290,[08:36:12.4547317],16375,679459,834979
291,[08:36:12.8052101],13473,650031,840067
292,[08:36:13.1556941],22335,685429,817292
293,[08:36:13.5061726],16134,663071,803735
294,[08:36:13.8566511],18802,681677,870243
295,[08:36:14.2071351],14807,674508,811127
296,[08:36:14.5576135],13434,684860,809849
297,[08:36:14.9080920],17269,657020,846556
298,[08:36:15.2585760],14973,717220,825153
299,[08:36:15.6090545],19573,708496,823005
300,[08:36:15.9595330],16781,691029,779208
301,[08:36:16.3099613],20282,664905,813395
302,[08:36:16.6604398],20809,702867,841844
303,[08:36:17.0109793],17900,609552,799099
304,[08:36:17.3614578],12691,684352,815141
305,[08:36:17.7119363],3846,724261,773070
306,[08:36:18.0624202],15263,680290,800187
307,[08:36:18.4128987],20150,711636,808539
308,[08:36:18.7633772],17082,690208,835705
309,[08:36:19.1138612],16744,675849,799497
310,[08:36:19.4643397],18662,652196,856691
311,[08:36:19.8148181],20840,657566,859243
312,[08:36:20.1653021],15366,711654,784255
313,[08:36:20.5157806],16462,668314,826770
314,[08:36:20.8662591],14520,681215,830175
315,[08:36:21.2167431],19663,700690,852378
316,[08:36:21.5672215],8450,621337,835593
317,[08:36:21.9177000],18024,686534,872889
318,[08:36:22.2681840],15796,664659,817673
319,[08:36:22.6186625],19666,685547,802390
320,[08:36:22.9691410],26903,640677,812084
321,[08:36:23.3196249],8931,678107,767334
322,[08:36:23.6701034],8166,671974,787038
323,[08:36:24.0205874],15281,707026,850069
324,[08:36:24.3710659],19163,667802,804062
325,[08:36:24.7215444],18424,683758,839453
326,[08:36:25.0720283],12406,655398,797992
327,[08:36:25.4225068],15460,698715,823160
328,[08:36:25.7729853],7931,652064,880590
329,[08:36:26.1234693],13639,667604,778259
330,[08:36:26.4739478],10319,680039,809625
331,[08:36:26.8244262],14624,641241,780149
332,[08:36:27.1749102],12051,688757,824742
333,[08:36:27.5253887],7641,689522,837257
334,[08:36:27.8758672],18478,650782,834954
335,[08:36:28.2263511],19237,626280,793152
336,[08:36:28.5768296],14850,626231,785522
337,[08:36:28.9273081],9507,674279,838431
338,[08:36:29.2777921],9378,676276,802123
339,[08:36:29.6282706],13101,700522,869179
340,[08:36:29.9787490],7450,652969,847501
341,[08:36:30.3292330],12599,699557,850985
342,[08:36:30.6797115],15824,688837,764588
