Predicted duration,2.1,,,
Predicted error,0.5,,,
Predicted start,05:52:11,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
401,[05:52:15.3498391],34912,134544,208946
402,[05:52:15.4976740],25083,127009,213209
403,[05:52:15.6485550],28213,128254,181847
404,[05:52:15.7997382],27456,130793,199370
405,[05:52:15.9480289],24029,128910,210360
406,[05:52:16.0995650],28686,144117,192964
407,[05:52:16.2483243],25381,131811,198705
408,[05:52:16.4012836],31587,126200,201805
409,[05:52:16.5481104],27261,121558,201539
410,[05:52:16.7014332],27284,111928,204159
411,[05:52:16.8483305],28511,130216,185679
412,[05:52:16.9986668],27888,117812,198370
413,[05:52:17.1494750],32038,113785,187055
414,[05:52:17.2987695],24310,121076,194875
415,[05:52:17.4507692],25318,118573,185410
416,[05:52:17.5987510],24816,127775,201774
417,[05:52:17.7489878],31285,144971,214761
418,[05:52:17.9012470],32413,148772,207127
419,[05:52:18.0490424],34576,145833,206858
420,[05:52:18.1988977],33574,145792,215069
421,[05:52:18.3494136],32301,140709,233511
422,[05:52:18.5010835],30984,133842,229313
423,[05:52:18.6495466],29810,136911,221076
424,[05:52:18.8016594],32020,140742,217681
425,[05:52:18.9515461],30148,141032,206501
426,[05:52:19.0995215],33190,136838,206548
427,[05:52:19.2496586],26641,127488,196777
428,[05:52:19.3999194],33015,128293,208163
429,[05:52:19.5524459],24840,130823,195346
430,[05:52:19.6997344],25150,119167,227341
431,[05:52:19.8501704],22935,141377,203413
432,[05:52:20.0008266],27415,126105,187378
433,[05:52:20.1507698],28797,136698,194707
434,[05:52:20.3023731],31194,128966,192497
435,[05:52:20.4500889],30338,124985,206277
436,[05:52:20.6007000],27233,124541,220052
437,[05:52:20.7518210],26599,128130,194437
438,[05:52:20.9003753],30427,128088,227275
439,[05:52:21.0537913],28184,144077,194596
440,[05:52:21.2003676],30725,137041,206384
441,[05:52:21.3514225],26707,135227,206515
442,[05:52:21.5021965],30908,139512,204891
