Predicted duration,0.4,,,
Predicted error,1.1,,,
Predicted start,00:30:51,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track
1427,[00:30:49.5212438],9807,7546
1428,[00:30:49.5413167],9952,8354
1429,[00:30:49.5613833],8469,7973
1430,[00:30:49.5813574],8821,8288
1431,[00:30:49.6014649],9114,8876
1432,[00:30:49.6216473],7005,8769
1433,[00:30:49.6416244],10361,10200
1434,[00:30:49.6616628],9846,9741
1435,[00:30:49.6818901],9922,8885
1436,[00:30:49.7019804],9973,7426
1437,[00:30:49.7219923],9531,9861
1438,[00:30:49.7421665],9449,10314
1439,[00:30:49.7621866],9436,9725
1440,[00:30:49.7827884],9485,9080
1441,[00:30:49.8030443],9766,11223
1442,[00:30:49.8224804],8915,10230
1443,[00:30:49.8425734],9120,10502
1444,[00:30:49.8625760],10894,9394
1445,[00:30:49.8831151],10635,12104
1446,[00:30:49.9027744],9655,10989
1447,[00:30:49.9228578],9452,11629
1448,[00:30:49.9429570],8889,10282
1449,[00:30:49.9631927],9985,9913
1450,[00:30:49.9830215],10143,11925
1451,[00:30:50.0031138],10746,10091
1452,[00:30:50.0233133],8684,8642
1453,[00:30:50.0433685],9863,10931
1454,[00:30:50.0634541],9885,10771
1455,[00:30:50.0834680],8678,9301
1456,[00:30:50.1035604],9019,10470
1457,[00:30:50.1235302],11570,9327
1458,[00:30:50.1437000],10327,9997
1459,[00:30:50.1637819],9021,8128
1460,[00:30:50.1838867],9217,10211
1461,[00:30:50.2038620],9957,10252
1462,[00:30:50.2240452],9697,9167
1463,[00:30:50.2440779],9406,8501
1464,[00:30:50.2645270],9130,9607
1465,[00:30:50.2842237],9339,9163
1466,[00:30:50.3043740],8761,9480
1467,[00:30:50.3244332],11214,9820
1468,[00:30:50.3445282],11118,10109
1469,[00:30:50.3653778],8536,12550
1470,[00:30:50.3846456],10506,9940
1471,[00:30:50.4046870],8690,9811
1472,[00:30:50.4248215],9284,9808
1473,[00:30:50.4448604],8345,9334
1474,[00:30:50.4653678],10629,8857
1475,[00:30:50.4856626],9792,9266
1476,[00:30:50.5051708],10038,10294
1477,[00:30:50.5253409],9575,10832
1478,[00:30:50.5453385],10216,9217
1479,[00:30:50.5657075],10003,11762
1480,[00:30:50.5853780],11403,11873
1481,[00:30:50.6054509],9315,9699
1482,[00:30:50.6255854],10646,9339
1483,[00:30:50.6456364],9864,9120
1484,[00:30:50.6657543],11256,9733
1485,[00:30:50.6858613],9306,10777
1486,[00:30:50.7059580],9873,11022
1487,[00:30:50.7259399],10186,8752
1488,[00:30:50.7460938],10063,11401
1489,[00:30:50.7661185],9365,8117
1490,[00:30:50.7863055],9660,9195
1491,[00:30:50.8062594],9254,8488
1492,[00:30:50.8263469],9625,11106
1493,[00:30:50.8465147],9932,10009
1494,[00:30:50.8665121],10160,9905
1495,[00:30:50.8865727],8866,9537
1496,[00:30:50.9066413],8566,9706
1497,[00:30:50.9267415],9726,9616
1498,[00:30:50.9467243],9133,9277
1499,[00:30:50.9670552],9536,9456
1500,[00:30:50.9869617],9335,10103
1501,[00:30:51.0070440],8788,11400
1502,[00:30:51.0271713],9761,9408
1503,[00:30:51.0472302],11443,9765
1504,[00:30:51.0672892],10059,7698
1505,[00:30:51.0873683],9802,11325
1506,[00:30:51.1074662],9189,10772
1507,[00:30:51.1274123],10500,10374
1508,[00:30:51.1476053],9947,11154
1509,[00:30:51.1676093],10142,8351
1510,[00:30:51.1877554],10885,9161
1511,[00:30:51.2078855],9404,9569
1512,[00:30:51.2279596],9518,8403
1513,[00:30:51.2480146],9530,9522
1514,[00:30:51.2680435],8924,10028
1515,[00:30:51.2882108],11517,8760
1516,[00:30:51.3083030],9344,9419
1517,[00:30:51.3282538],9519,10409
1518,[00:30:51.3485517],9171,10553
1519,[00:30:51.3684391],8651,10210
1520,[00:30:51.3885333],9381,10011
1521,[00:30:51.4086246],9713,10132
1522,[00:30:51.4287222],10059,8001
1523,[00:30:51.4488243],9834,9557
1524,[00:30:51.4688824],10820,9404
1525,[00:30:51.4889820],8310,9364
1526,[00:30:51.5089893],9033,9937
1527,[00:30:51.5290234],9317,8425
1528,[00:30:51.5492153],9185,8037
1529,[00:30:51.5692850],9703,7411
1530,[00:30:51.5892812],7380,9247
1531,[00:30:51.6092975],8556,8278
1532,[00:30:51.6295280],8574,6736
1533,[00:30:51.6495159],7575,7986
1534,[00:30:51.6697179],8509,7166
1535,[00:30:51.6897340],8784,7370
1536,[00:30:51.7098345],9382,7410
1537,[00:30:51.7299922],7839,8431
1538,[00:30:51.7499569],6750,7650
1539,[00:30:51.7701158],8557,8042
1540,[00:30:51.7901510],8106,9764
1541,[00:30:51.8102472],10626,7717
1542,[00:30:51.8304544],9223,7477
1543,[00:30:51.8505530],9057,6985
1544,[00:30:51.8704643],8722,8098
1545,[00:30:51.8907036],7820,11094
1546,[00:30:51.9106250],8093,8586
1547,[00:30:51.9307413],8432,9860
1548,[00:30:51.9507535],8951,9116
1549,[00:30:51.9708038],9196,10070
1550,[00:30:51.9911112],9661,8630
1551,[00:30:52.0109965],8308,7803
1552,[00:30:52.0311367],10031,8866
1553,[00:30:52.0511221],8614,8530
1554,[00:30:52.0712283],7893,8415
1555,[00:30:52.0914888],7475,9640
1556,[00:30:52.1114755],9119,8750
1557,[00:30:52.1315028],8831,9566
1558,[00:30:52.1516562],10087,8878
1559,[00:30:52.1715471],7533,8112
1560,[00:30:52.1916477],8616,8256
1561,[00:30:52.2117270],9102,7949
1562,[00:30:52.2317785],7501,9547
1563,[00:30:52.2519234],9125,6699
1564,[00:30:52.2719416],8881,8193
1565,[00:30:52.2921301],7301,9148
1566,[00:30:52.3122230],9572,7844
1567,[00:30:52.3322223],8104,7473
1568,[00:30:52.3522627],9408,5098
1569,[00:30:52.3723732],8706,6839
1570,[00:30:52.3924984],9157,8949
1571,[00:30:52.4126285],9301,8560
1572,[00:30:52.4326763],8405,7419
1573,[00:30:52.4527548],9045,9014
1574,[00:30:52.4727963],8010,6630
1575,[00:30:52.4928429],7895,6370
1576,[00:30:52.5130078],8900,8547
1577,[00:30:52.5332371],7748,6776
1578,[00:30:52.5532532],7920,6281
1579,[00:30:52.5732853],8782,7726
1580,[00:30:52.5934373],9982,7980
1581,[00:30:52.6133610],8720,6300
1582,[00:30:52.6333878],8864,9093
1583,[00:30:52.6534446],8513,8716
1584,[00:30:52.6734957],8849,6601
1585,[00:30:52.6936225],9155,8855
1586,[00:30:52.7145135],8626,9048
1587,[00:30:52.7339076],9238,9680
1588,[00:30:52.7539171],9827,8851
1589,[00:30:52.7740234],10923,10158
1590,[00:30:52.7941882],10251,10557
1591,[00:30:52.8147903],9363,10690
1592,[00:30:52.8342316],9878,8416
1593,[00:30:52.8542592],9979,10003
1594,[00:30:52.8745249],10774,9322
1595,[00:30:52.8945793],8302,9324
1596,[00:30:52.9147723],11184,8978
1597,[00:30:52.9346476],10711,8422
1598,[00:30:52.9546694],9520,10886
1599,[00:30:52.9746922],9348,9970
1600,[00:30:52.9948240],10707,7834
1601,[00:30:53.0149660],11054,10694
1602,[00:30:53.0349810],10410,8788
1603,[00:30:53.0551398],10095,8676
1604,[00:30:53.0751413],8369,7616
1605,[00:30:53.0951709],9299,10131
1606,[00:30:53.1152211],9110,9316
1607,[00:30:53.1353773],8952,10867
1608,[00:30:53.1554428],8714,9257
1609,[00:30:53.1756056],9141,7886
1610,[00:30:53.1955986],8859,9825
1611,[00:30:53.2156739],10227,7423
1612,[00:30:53.2357990],9571,7745
1613,[00:30:53.2559225],9020,7350
1614,[00:30:53.2759492],8252,7624
1615,[00:30:53.2961620],9384,9661
1616,[00:30:53.3161050],8913,9023
1617,[00:30:53.3364563],6947,8207
1618,[00:30:53.3563499],9245,8932
1619,[00:30:53.3764086],7945,8769
1620,[00:30:53.3964989],7627,9691
1621,[00:30:53.4165713],8295,8732
1622,[00:30:53.4366154],9749,9906
1623,[00:30:53.4567692],8273,10129
1624,[00:30:53.4767567],10455,10274
1625,[00:30:53.4971429],7711,9216
1626,[00:30:53.5169272],9549,9067
1627,[00:30:53.5370629],9246,8639
1628,[00:30:53.5571321],9902,7356
1629,[00:30:53.5774007],10041,6634
1630,[00:30:53.5972759],8464,6772
1631,[00:30:53.6177982],8958,8271
1632,[00:30:53.6374366],7884,7111
1633,[00:30:53.6574576],9072,8506
1634,[00:30:53.6775714],9250,9355
1635,[00:30:53.6976162],8308,9203
1636,[00:30:53.7176328],9442,9171
1637,[00:30:53.7378097],10286,7528
1638,[00:30:53.7578571],9679,8088
1639,[00:30:53.7779478],9135,7971
1640,[00:30:53.7979975],10146,8222
1641,[00:30:53.8180514],10523,9043
1642,[00:30:53.8382056],9982,9238
1643,[00:30:53.8582383],10077,8286
1644,[00:30:53.8782540],9245,9309
1645,[00:30:53.8982817],9245,11300
1646,[00:30:53.9184075],9132,9955
1647,[00:30:53.9385642],10282,9669
1648,[00:30:53.9586441],9469,9745
1649,[00:30:53.9787438],10333,10800
1650,[00:30:53.9988693],8587,8961
1651,[00:30:54.0188296],9487,7424
1652,[00:30:54.0390492],8275,8855
1653,[00:30:54.0591125],6858,10659
1654,[00:30:54.0809846],9970,9024
1655,[00:30:54.0992550],9299,9981
1656,[00:30:54.1192731],7970,10530
1657,[00:30:54.1394055],9041,10174
1658,[00:30:54.1594272],8797,10215
1659,[00:30:54.1796241],10127,10585
1660,[00:30:54.1996096],8363,8128
1661,[00:30:54.2196999],8566,7877
1662,[00:30:54.2397227],7265,9034
1663,[00:30:54.2598798],8605,10787
1664,[00:30:54.2799812],10041,10214
1665,[00:30:54.3000037],9054,9974
1666,[00:30:54.3200937],10414,9731
1667,[00:30:54.3401477],8298,10595
1668,[00:30:54.3602194],10150,9049
1669,[00:30:54.3803493],11167,10575
1670,[00:30:54.4004745],10531,10269
1671,[00:30:54.4204522],10767,9036
1672,[00:30:54.4406111],9274,9078
1673,[00:30:54.4606629],10273,9609
1674,[00:30:54.4807152],9189,9479
1675,[00:30:54.5007671],10757,10749
1676,[00:30:54.5208469],9350,11616
1677,[00:30:54.5409505],10084,9418
1678,[00:30:54.5610395],10069,10935
1679,[00:30:54.5810221],9649,9069
1680,[00:30:54.6011989],10669,9532
1681,[00:30:54.6212717],8442,9527
1682,[00:30:54.6412474],10340,9762
1683,[00:30:54.6612847],9872,9360
1684,[00:30:54.6814738],9284,9275
1685,[00:30:54.7015280],7708,9352
1686,[00:30:54.7215637],10049,9800
1687,[00:30:54.7417032],9838,8700
1688,[00:30:54.7617750],7705,9164
1689,[00:30:54.7818728],8096,9418
1690,[00:30:54.8020752],10452,8523
1691,[00:30:54.8219727],8620,9776
1692,[00:30:54.8423044],9344,8844
1693,[00:30:54.8623290],8347,8690
1694,[00:30:54.8822836],8194,8999
1695,[00:30:54.9024322],8725,7403
1696,[00:30:54.9224868],7681,9176
1697,[00:30:54.9425390],8306,8084
1698,[00:30:54.9626572],9146,10142
1699,[00:30:54.9827115],10053,8082
1700,[00:30:55.0026372],9496,9008
1701,[00:30:55.0228656],7717,8564
1702,[00:30:55.0429382],7524,8722
1703,[00:30:55.0630655],8429,8490
1704,[00:30:55.0830931],7298,9304
1705,[00:30:55.1031664],9048,7027
1706,[00:30:55.1232186],8276,8142
1707,[00:30:55.1433159],8446,8945
1708,[00:30:55.1633496],8462,9495
1709,[00:30:55.1834039],9276,7875
1710,[00:30:55.2034541],6985,9807
1711,[00:30:55.2237629],9004,9018
1712,[00:30:55.2437441],8909,9254
1713,[00:30:55.2637515],7185,8986
1714,[00:30:55.2838184],8079,9874
1715,[00:30:55.3039852],10266,9300
1716,[00:30:55.3240554],9078,8200
1717,[00:30:55.3440681],7984,9149
1718,[00:30:55.3640862],9688,8253
1719,[00:30:55.3842599],9233,9444
1720,[00:30:55.4044532],9384,9898
1721,[00:30:55.4244028],9427,8875
1722,[00:30:55.4444826],9965,7663
1723,[00:30:55.4646945],10957,9168
1724,[00:30:55.4847058],9799,8416
1725,[00:30:55.5047725],10700,9236
1726,[00:30:55.5247472],10988,10096
1727,[00:30:55.5449333],9481,9260
1728,[00:30:55.5650287],9945,9268
1729,[00:30:55.5849491],9271,9781
1730,[00:30:55.6051050],10011,7334
1731,[00:30:55.6250964],10079,7769
1732,[00:30:55.6451762],8878,11359
1733,[00:30:55.6653259],9912,8972
1734,[00:30:55.6853706],10685,10580
1735,[00:30:55.7055486],10695,8618
1736,[00:30:55.7255376],9603,9482
1737,[00:30:55.7456943],9345,9229
1738,[00:30:55.7656998],10650,9435
1739,[00:30:55.7858363],9796,9896
1740,[00:30:55.8058949],10700,9347
1741,[00:30:55.8259057],9943,8575
1742,[00:30:55.8460205],7330,9350
1743,[00:30:55.8660555],9116,9709
1744,[00:30:55.8862587],9946,9240
1745,[00:30:55.9062780],11220,8800
1746,[00:30:55.9263569],9931,6697
1747,[00:30:55.9464124],8966,7725
1748,[00:30:55.9664887],10208,9319
1749,[00:30:55.9866691],8304,9334
1750,[00:30:56.0066170],8026,10419
1751,[00:30:56.0266786],8947,7635
1752,[00:30:56.0473214],10219,7898
1753,[00:30:56.0669808],8388,9447
1754,[00:30:56.0869984],9380,9138
1755,[00:30:56.1071107],9082,8617
1756,[00:30:56.1270663],9439,8597
1757,[00:30:56.1472318],9433,8678
1758,[00:30:56.1671713],10452,8340
1759,[00:30:56.1874068],10246,7970
1760,[00:30:56.2075114],9224,9863
1761,[00:30:56.2274210],9303,8319
1762,[00:30:56.2475191],8886,9024
1763,[00:30:56.2676984],9408,5978
1764,[00:30:56.2878096],7235,6750
1765,[00:30:56.3078290],7984,8386
1766,[00:30:56.3279391],8760,8689
1767,[00:30:56.3482853],8781,8968
1768,[00:30:56.3680928],9031,8375
1769,[00:30:56.3881312],8122,6191
1770,[00:30:56.4082904],9925,6391
1771,[00:30:56.4283174],6817,7335
1772,[00:30:56.4483484],7678,9519
1773,[00:30:56.4684510],9632,6951
1774,[00:30:56.4885395],7918,9319
1775,[00:30:56.5086335],7152,7517
1776,[00:30:56.5287101],8063,9248
1777,[00:30:56.5488601],8181,5968
1778,[00:30:56.5689074],8486,7978
1779,[00:30:56.5888748],8315,6537
1780,[00:30:56.6089468],8628,7585
1781,[00:30:56.6291712],7523,5867
1782,[00:30:56.6491834],7941,8031
1783,[00:30:56.6692141],8154,6948
1784,[00:30:56.6894232],9054,6996
1785,[00:30:56.7093206],8498,6876
1786,[00:30:56.7295440],9348,5690
1787,[00:30:56.7495395],7873,7407
1788,[00:30:56.7699238],8930,7139
1789,[00:30:56.7897978],9511,8803
1790,[00:30:56.8098793],8833,7973
1791,[00:30:56.8299794],6989,7958
1792,[00:30:56.8501250],7724,8618
1793,[00:30:56.8700269],9584,7798
1794,[00:30:56.8901859],10414,6430
1795,[00:30:56.9102324],9024,7727
1796,[00:30:56.9309964],8216,11452
1797,[00:30:56.9504409],8111,6589
1798,[00:30:56.9706108],9328,7348
1799,[00:30:56.9907545],8824,7789
1800,[00:30:57.0106248],8176,7641
1801,[00:30:57.0316093],8434,8632
1802,[00:30:57.0510202],8370,9553
1803,[00:30:57.0709797],9326,8231
1804,[00:30:57.0910405],9041,9619
1805,[00:30:57.1110088],8058,8739
1806,[00:30:57.1311642],9307,8348
1807,[00:30:57.1511583],9117,8886
1808,[00:30:57.1713293],9339,8951
1809,[00:30:57.1913606],8874,9463
1810,[00:30:57.2114416],8225,9079
1811,[00:30:57.2314655],7305,7734
1812,[00:30:57.2515650],7474,7523
1813,[00:30:57.2716882],10678,7047
1814,[00:30:57.2917140],9845,8749
1815,[00:30:57.3117903],8815,10071
1816,[00:30:57.3318808],7723,8190
1817,[00:30:57.3519493],10279,9769
1818,[00:30:57.3720666],10450,9534
1819,[00:30:57.3921638],9697,10016
1820,[00:30:57.4123162],9236,8907
1821,[00:30:57.4322459],8286,9679
1822,[00:30:57.4523380],9729,8427
1823,[00:30:57.4724045],10981,8059
1824,[00:30:57.4925087],9295,8824
1825,[00:30:57.5125743],8569,8178
1826,[00:30:57.5326432],10169,8213
1827,[00:30:57.5528245],9328,7562
1828,[00:30:57.5730893],8243,7240
1829,[00:30:57.5930903],8820,9245
1830,[00:30:57.6130507],10125,6949
1831,[00:30:57.6330577],8955,8790
1832,[00:30:57.6531563],7720,9864
1833,[00:30:57.6732567],10231,9858
1834,[00:30:57.6932963],9680,10009
1835,[00:30:57.7140286],9200,9088
1836,[00:30:57.7334749],10115,8142
1837,[00:30:57.7535031],9891,9497
1838,[00:30:57.7736915],9306,9509
1839,[00:30:57.7936743],8261,8939
1840,[00:30:57.8137655],9946,8533
1841,[00:30:57.8338519],8704,10725
1842,[00:30:57.8538368],9928,8350
1843,[00:30:57.8739594],9173,9308
1844,[00:30:57.8940742],9993,8242
1845,[00:30:57.9141688],10155,8806
1846,[00:30:57.9342287],10800,8173
1847,[00:30:57.9543382],8317,8055
1848,[00:30:57.9743722],8499,8034
1849,[00:30:57.9945169],7757,7218
1850,[00:30:58.0147394],10346,7589
1851,[00:30:58.0345395],9858,7831
1852,[00:30:58.0547950],9473,9390
1853,[00:30:58.0761665],6728,8155
1854,[00:30:58.0948066],9664,9366
1855,[00:30:58.1148758],8019,8598
1856,[00:30:58.1351623],10183,8223
1857,[00:30:58.1550964],9605,7221
1858,[00:30:58.1752919],9830,9319
1859,[00:30:58.1954206],9665,9655
1860,[00:30:58.2152993],8851,9088
1861,[00:30:58.2354528],11429,8561
1862,[00:30:58.2554964],8604,8337
1863,[00:30:58.2755539],8828,9572
1864,[00:30:58.2957456],9295,6196
1865,[00:30:58.3158983],9976,8976
1866,[00:30:58.3360867],9499,10126
1867,[00:30:58.3559479],10734,9054
1868,[00:30:58.3761752],8995,7668
1869,[00:30:58.3959975],9276,8870
1870,[00:30:58.4161672],8995,9846
1871,[00:30:58.4362357],9192,7646
1872,[00:30:58.4562575],8182,7707
1873,[00:30:58.4764086],9008,8449
1874,[00:30:58.4965000],8054,9460
1875,[00:30:58.5165497],9099,7942
1876,[00:30:58.5366907],9693,8898
1877,[00:30:58.5568951],8753,8278
1878,[00:30:58.5767313],8795,10582
1879,[00:30:58.5968854],10083,9626
1880,[00:30:58.6169729],7984,8893
1881,[00:30:58.6369206],9870,9183
1882,[00:30:58.6570100],8418,8316
1883,[00:30:58.6771285],9701,9156
1884,[00:30:58.6972626],8357,9126
1885,[00:30:58.7172718],9720,9332
1886,[00:30:58.7373261],11428,9263
1887,[00:30:58.7573614],9282,10119
1888,[00:30:58.7774921],7785,8029
1889,[00:30:58.7976722],8384,8531
1890,[00:30:58.8176219],10598,7940
1891,[00:30:58.8378668],9705,9874
1892,[00:30:58.8578669],9527,8734
1893,[00:30:58.8781103],10585,8172
1894,[00:30:58.8979935],8923,9371
1895,[00:30:58.9180703],10627,9811
1896,[00:30:58.9381990],7780,7909
1897,[00:30:58.9584441],7913,8676
1898,[00:30:58.9784162],7781,10486
1899,[00:30:58.9984407],8596,8933
1900,[00:30:59.0186546],9359,6470
1901,[00:30:59.0386229],9551,9839
1902,[00:30:59.0587075],8956,8247
1903,[00:30:59.0789267],8908,9174
1904,[00:30:59.0988115],9480,8363
1905,[00:30:59.1188955],9837,9286
1906,[00:30:59.1389770],8930,9009
1907,[00:30:59.1589728],9540,7111
1908,[00:30:59.1791469],9605,7173
1909,[00:30:59.1992321],9200,9571
1910,[00:30:59.2193501],9767,7571
1911,[00:30:59.2393120],9392,8412
1912,[00:30:59.2596203],8919,8836
1913,[00:30:59.2797873],8836,7597
1914,[00:30:59.2995468],9411,8443
1915,[00:30:59.3196467],9629,7213
1916,[00:30:59.3398073],8589,6149
1917,[00:30:59.3598385],8856,9079
1918,[00:30:59.3804936],8598,6732
1919,[00:30:59.3999605],9935,8337
1920,[00:30:59.4200689],9101,8610
1921,[00:30:59.4401641],9374,8537
1922,[00:30:59.4602428],9257,9099
1923,[00:30:59.4803714],8846,8756
1924,[00:30:59.5003854],9280,7873
1925,[00:30:59.5204427],8187,8159
1926,[00:30:59.5405712],8379,9699
1927,[00:30:59.5606254],9048,8875
1928,[00:30:59.5806999],9141,8052
1929,[00:30:59.6008057],9611,8951
1930,[00:30:59.6208443],8232,9542
1931,[00:30:59.6409321],8755,7908
1932,[00:30:59.6609679],9391,8375
1933,[00:30:59.6811638],8728,9838
1934,[00:30:59.7010522],9041,8896
1935,[00:30:59.7211700],8106,7105
1936,[00:30:59.7412415],8664,9816
1937,[00:30:59.7613277],7795,7080
1938,[00:30:59.7816196],9994,8674
1939,[00:30:59.8015810],8823,8317
1940,[00:30:59.8217514],8746,7611
1941,[00:30:59.8417474],9317,8568
1942,[00:30:59.8620375],8827,7490
1943,[00:30:59.8818927],9855,7875
1944,[00:30:59.9019379],8887,9163
1945,[00:30:59.9219980],9537,8857
1946,[00:30:59.9422823],9227,10412
1947,[00:30:59.9623874],9792,8193
1948,[00:30:59.9822496],9018,8182
1949,[00:31:00.0023900],9611,9827
1950,[00:31:00.0224586],8251,7902
1951,[00:31:00.0424601],9316,7321
1952,[00:31:00.0627259],9506,8210
1953,[00:31:00.0826845],7346,8216
1954,[00:31:00.1026896],7908,7931
1955,[00:31:00.1228139],8757,8620
1956,[00:31:00.1428850],6713,9679
1957,[00:31:00.1633076],9263,7787
1958,[00:31:00.1829978],10375,7809
1959,[00:31:00.2031138],9959,7282
1960,[00:31:00.2231431],9014,8024
1961,[00:31:00.2433260],8293,7630
1962,[00:31:00.2635772],9835,10763
1963,[00:31:00.2834526],10802,9325
1964,[00:31:00.3036960],10463,10218
1965,[00:31:00.3236660],8940,10281
1966,[00:31:00.3436919],7139,10748
1967,[00:31:00.3637472],9615,8359
1968,[00:31:00.3837996],8881,8435
1969,[00:31:00.4039275],8403,9460
1970,[00:31:00.4242359],8346,8499
1971,[00:31:00.4440989],9157,7972
1972,[00:31:00.4641845],8223,8565
1973,[00:31:00.4842889],9332,9273
1974,[00:31:00.5056914],7905,8874
1975,[00:31:00.5244275],9479,7980
1976,[00:31:00.5444990],9058,7864
1977,[00:31:00.5645874],8378,8172
1978,[00:31:00.5846565],8270,7811
1979,[00:31:00.6046954],8079,10033
1980,[00:31:00.6247867],8779,8739
1981,[00:31:00.6448807],8638,10289
1982,[00:31:00.6650007],10103,9117
1983,[00:31:00.6850367],8561,8308
1984,[00:31:00.7050732],5958,8116
1985,[00:31:00.7252563],8877,9501
1986,[00:31:00.7453415],8657,11541
1987,[00:31:00.7653073],9363,7778
1988,[00:31:00.7854521],9356,8575
1989,[00:31:00.8055169],10261,9478
1990,[00:31:00.8255963],10702,7059
1991,[00:31:00.8456935],9145,8822
1992,[00:31:00.8657842],8498,9135
1993,[00:31:00.8858247],9220,8982
1994,[00:31:00.9059907],8021,7637
1995,[00:31:00.9260269],10017,9619
1996,[00:31:00.9460720],10135,9758
1997,[00:31:00.9661564],9840,8590
1998,[00:31:00.9862491],10440,8358
1999,[00:31:01.0062714],8339,8337
2000,[00:31:01.0263617],9641,8191
