Predicted duration,0.4,,,
Predicted error,1.1,,,
Predicted start,00:30:51,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track
717,[00:30:35.2652951],8770,8846
718,[00:30:35.2854453],10001,8241
719,[00:30:35.3054477],10034,11086
720,[00:30:35.3256284],10590,11318
721,[00:30:35.3455845],8707,9394
722,[00:30:35.3665246],11734,10655
723,[00:30:35.3857802],8654,10107
724,[00:30:35.4058194],9104,10417
725,[00:30:35.4258769],8842,8868
726,[00:30:35.4459097],11725,8171
727,[00:30:35.4661535],9363,10011
728,[00:30:35.4861393],9379,7839
729,[00:30:35.5062812],9432,8263
730,[00:30:35.5263780],10563,7550
731,[00:30:35.5464936],9411,8187
732,[00:30:35.5672672],10034,10016
733,[00:30:35.5865590],8570,9978
734,[00:30:35.6071078],9665,9080
735,[00:30:35.6267335],8495,9572
736,[00:30:35.6468734],10658,10042
737,[00:30:35.6675605],8632,9258
738,[00:30:35.6869716],8894,8500
739,[00:30:35.7070503],9467,10521
740,[00:30:35.7271481],10392,7939
741,[00:30:35.7472485],7817,9227
742,[00:30:35.7672615],9791,7749
743,[00:30:35.7878260],9661,9308
744,[00:30:35.8074832],9487,8662
745,[00:30:35.8274927],10593,8117
746,[00:30:35.8476460],10127,9413
747,[00:30:35.8677002],9070,10241
748,[00:30:35.8877494],9012,9851
749,[00:30:35.9079063],9940,9210
750,[00:30:35.9279834],9115,10060
751,[00:30:35.9480014],8627,8412
752,[00:30:35.9681006],9065,10360
753,[00:30:35.9881420],10085,11727
754,[00:30:36.0082071],8867,8824
755,[00:30:36.0283953],9795,9623
756,[00:30:36.0489495],10851,9566
757,[00:30:36.0684955],8970,9640
758,[00:30:36.0885716],9585,11442
759,[00:30:36.1086281],9204,9728
760,[00:30:36.1286354],10487,8287
761,[00:30:36.1487971],9652,10220
762,[00:30:36.1688722],9018,10984
763,[00:30:36.1889493],9864,9997
764,[00:30:36.2089719],10368,8716
765,[00:30:36.2290754],9782,9744
766,[00:30:36.2497666],10179,8676
767,[00:30:36.2692534],9231,8649
768,[00:30:36.2893719],9525,10742
769,[00:30:36.3095602],8819,8732
770,[00:30:36.3295340],9929,9358
771,[00:30:36.3503180],10757,10442
772,[00:30:36.3696866],8705,10237
773,[00:30:36.3896998],10029,10714
774,[00:30:36.4098605],9534,8889
775,[00:30:36.4297744],10543,7701
776,[00:30:36.4499466],8089,8095
777,[00:30:36.4699979],8390,9817
778,[00:30:36.4900252],10193,8332
779,[00:30:36.5102437],8781,9313
780,[00:30:36.5302360],7622,9470
781,[00:30:36.5503470],9271,8965
782,[00:30:36.5703787],9840,9267
783,[00:30:36.5904865],9028,9298
784,[00:30:36.6106041],7875,8483
785,[00:30:36.6308139],9421,11145
786,[00:30:36.6506518],8582,11007
787,[00:30:36.6707608],8862,9868
788,[00:30:36.6908815],8179,8207
789,[00:30:36.7109211],10162,6925
790,[00:30:36.7310043],10101,10011
791,[00:30:36.7511425],8541,8990
792,[00:30:36.7711623],8773,10218
793,[00:30:36.7913258],9051,10432
794,[00:30:36.8113711],9400,11184
795,[00:30:36.8314584],9555,10711
796,[00:30:36.8515540],9049,8521
797,[00:30:36.8716071],9705,9406
798,[00:30:36.8916272],9594,10349
799,[00:30:36.9116370],8097,10349
800,[00:30:36.9318782],9921,8646
801,[00:30:36.9519444],10956,10560
802,[00:30:36.9720111],10977,10303
803,[00:30:36.9920977],9256,10353
804,[00:30:37.0122334],11101,9856
805,[00:30:37.0322700],11436,10272
806,[00:30:37.0522863],8650,9268
807,[00:30:37.0724277],9607,8295
808,[00:30:37.0924657],9587,10584
809,[00:30:37.1125139],11111,10128
810,[00:30:37.1326562],9758,10122
811,[00:30:37.1527283],9469,10814
812,[00:30:37.1728430],9160,10265
813,[00:30:37.1929242],9795,10779
814,[00:30:37.2128989],9244,9264
815,[00:30:37.2329970],9397,9692
816,[00:30:37.2531286],9959,11079
817,[00:30:37.2731658],9378,10903
818,[00:30:37.2931699],8454,10622
819,[00:30:37.3134474],8837,9104
820,[00:30:37.3334714],10448,8596
821,[00:30:37.3535807],9716,10136
822,[00:30:37.3736051],9834,9722
823,[00:30:37.3936054],8332,9644
824,[00:30:37.4137314],8908,8682
825,[00:30:37.4336976],10394,10510
826,[00:30:37.4539162],9510,9705
827,[00:30:37.4739911],9500,8083
828,[00:30:37.4940172],9855,8150
829,[00:30:37.5141213],10531,10267
830,[00:30:37.5341487],11502,9814
831,[00:30:37.5543171],10571,10696
832,[00:30:37.5742605],9776,9248
833,[00:30:37.5944037],9936,8217
834,[00:30:37.6144024],8324,9035
835,[00:30:37.6345112],9569,9863
836,[00:30:37.6546775],9142,10902
837,[00:30:37.6746442],9515,11185
838,[00:30:37.6947943],8315,8758
839,[00:30:37.7153826],8115,9034
840,[00:30:37.7350372],9234,8559
841,[00:30:37.7550476],9436,9274
842,[00:30:37.7751803],9664,8453
843,[00:30:37.7953490],9570,8720
844,[00:30:37.8152695],9213,8300
845,[00:30:37.8354167],9751,7842
846,[00:30:37.8555118],9883,9745
847,[00:30:37.8755993],9299,8996
848,[00:30:37.8957390],9215,8104
849,[00:30:37.9158807],8543,11717
850,[00:30:37.9357499],10041,8218
851,[00:30:37.9560331],10261,7755
852,[00:30:37.9758904],9502,9531
853,[00:30:37.9962064],9496,10769
854,[00:30:38.0162873],9877,9075
855,[00:30:38.0363639],9413,9992
856,[00:30:38.0564013],9267,10079
857,[00:30:38.0764523],9556,7742
858,[00:30:38.0963299],9877,8688
859,[00:30:38.1183324],8173,7715
860,[00:30:38.1365330],10188,8722
861,[00:30:38.1567002],9005,9517
862,[00:30:38.1767110],10357,9179
863,[00:30:38.1967374],10859,8482
864,[00:30:38.2168473],9833,9078
865,[00:30:38.2369422],10207,7023
866,[00:30:38.2570601],9758,7933
867,[00:30:38.2771666],9514,7754
868,[00:30:38.2972524],9919,8130
869,[00:30:38.3172719],10147,8275
870,[00:30:38.3372958],9756,8334
871,[00:30:38.3573473],8108,9359
872,[00:30:38.3774741],8355,10273
873,[00:30:38.3974933],9480,8339
874,[00:30:38.4176016],9759,10251
875,[00:30:38.4376357],8310,8317
876,[00:30:38.4577898],10959,9564
877,[00:30:38.4778765],8496,9486
878,[00:30:38.4980389],9538,8530
879,[00:30:38.5180034],9923,8398
880,[00:30:38.5383472],9958,8176
881,[00:30:38.5584312],9796,10508
882,[00:30:38.5782758],10270,8517
883,[00:30:38.5983834],10298,9544
884,[00:30:38.6184437],9139,9590
885,[00:30:38.6384881],10265,10181
886,[00:30:38.6587682],8525,8828
887,[00:30:38.6786842],9191,7259
888,[00:30:38.6993739],9746,10218
889,[00:30:38.7187730],8847,8121
890,[00:30:38.7388459],8834,8100
891,[00:30:38.7589710],8996,9205
892,[00:30:38.7789989],8170,8635
893,[00:30:38.7994129],9011,9005
894,[00:30:38.8193666],9477,8817
895,[00:30:38.8392784],9733,9035
896,[00:30:38.8593893],9928,10001
897,[00:30:38.8794214],10555,7641
898,[00:30:38.8995835],8876,7564
899,[00:30:38.9195310],11301,9668
900,[00:30:38.9397168],9739,10247
901,[00:30:38.9598233],9255,9205
902,[00:30:38.9800127],9828,8656
903,[00:30:39.0000256],9719,10001
904,[00:30:39.0200401],11379,7931
905,[00:30:39.0400939],8745,9683
906,[00:30:39.0602540],9682,8566
907,[00:30:39.0804894],8423,9755
908,[00:30:39.1003278],8487,8752
909,[00:30:39.1204601],9802,8061
910,[00:30:39.1405908],9207,8028
911,[00:30:39.1605664],9872,9834
912,[00:30:39.1806936],9344,8731
913,[00:30:39.2007646],9188,9453
914,[00:30:39.2208976],9731,9215
915,[00:30:39.2409405],9092,8371
916,[00:30:39.2610478],8981,10820
917,[00:30:39.2811038],9661,8785
918,[00:30:39.3011081],8212,10565
919,[00:30:39.3212262],9296,10137
920,[00:30:39.3413114],8847,10579
921,[00:30:39.3613911],10665,9669
922,[00:30:39.3819291],8575,7050
923,[00:30:39.4015892],9233,8454
924,[00:30:39.4216806],8735,9276
925,[00:30:39.4424093],9453,8562
926,[00:30:39.4618093],9367,9547
927,[00:30:39.4825255],10230,8686
928,[00:30:39.5018820],9853,8614
929,[00:30:39.5219783],8131,10372
930,[00:30:39.5420973],9814,9549
931,[00:30:39.5621722],8024,10653
932,[00:30:39.5822088],9679,9860
933,[00:30:39.6023625],9342,9749
934,[00:30:39.6224509],9430,8436
935,[00:30:39.6423577],9941,7033
936,[00:30:39.6625994],8386,9200
937,[00:30:39.6826307],9577,8584
938,[00:30:39.7027686],8806,9543
939,[00:30:39.7228179],11026,9633
940,[00:30:39.7431268],9488,9950
941,[00:30:39.7630072],9513,8820
942,[00:30:39.7841082],8549,9081
943,[00:30:39.8032654],8238,10647
944,[00:30:39.8232494],10562,9236
945,[00:30:39.8434981],9358,9011
946,[00:30:39.8633703],7631,9054
947,[00:30:39.8834082],10349,7585
948,[00:30:39.9035645],7621,8597
949,[00:30:39.9236490],8598,9462
950,[00:30:39.9437106],8277,8339
951,[00:30:39.9638394],8817,7597
952,[00:30:39.9838380],10375,9997
953,[00:30:40.0038863],9487,8993
954,[00:30:40.0240165],8698,9599
955,[00:30:40.0441103],8707,9694
956,[00:30:40.0641310],9451,10187
957,[00:30:40.0842661],9594,9175
958,[00:30:40.1043479],8638,9330
959,[00:30:40.1244001],9433,8118
960,[00:30:40.1444608],10186,8999
961,[00:30:40.1645205],11401,11067
962,[00:30:40.1846133],11295,10006
963,[00:30:40.2047188],10171,9256
964,[00:30:40.2247190],9265,9049
965,[00:30:40.2447761],10300,10443
966,[00:30:40.2649228],9432,7820
967,[00:30:40.2849911],9674,9233
968,[00:30:40.3051028],8008,9550
969,[00:30:40.3251040],8374,8070
970,[00:30:40.3452351],9622,9590
971,[00:30:40.3652802],10141,10271
972,[00:30:40.3853135],11215,9193
973,[00:30:40.4054036],10785,8185
974,[00:30:40.4256072],10187,9596
975,[00:30:40.4455710],9525,9300
976,[00:30:40.4657410],8424,9863
977,[00:30:40.4857095],9621,7498
978,[00:30:40.5058959],10159,8614
979,[00:30:40.5259997],8761,9479
980,[00:30:40.5460528],8961,8594
981,[00:30:40.5660159],10885,8202
982,[00:30:40.5861595],10124,8759
983,[00:30:40.6062629],10157,8886
984,[00:30:40.6262610],9389,10188
985,[00:30:40.6467132],9926,9462
986,[00:30:40.6664629],7407,9575
987,[00:30:40.6865847],9446,9895
988,[00:30:40.7066242],10354,9545
989,[00:30:40.7268557],10194,10376
990,[00:30:40.7468679],9268,9996
991,[00:30:40.7669161],10540,10968
992,[00:30:40.7869921],9598,7541
993,[00:30:40.8071533],8966,9545
994,[00:30:40.8271668],9785,8891
995,[00:30:40.8471475],10882,10339
996,[00:30:40.8672623],9646,8172
997,[00:30:40.8873243],9096,9953
998,[00:30:40.9075758],9582,9329
999,[00:30:40.9276666],9440,10725
1000,[00:30:40.9475812],9033,8946
1001,[00:30:40.9677786],10245,9521
1002,[00:30:40.9877287],9117,9613
1003,[00:30:41.0079067],8110,9326
1004,[00:30:41.0278654],10170,9880
1005,[00:30:41.0481405],11167,9199
1006,[00:30:41.0680621],10475,10055
1007,[00:30:41.0882398],10128,8914
1008,[00:30:41.1082328],10235,8749
1009,[00:30:41.1283528],8152,8878
1010,[00:30:41.1484087],9577,9090
1011,[00:30:41.1684516],8731,8574
1012,[00:30:41.1885511],8165,9236
1013,[00:30:41.2086479],9802,11089
1014,[00:30:41.2287339],9260,11601
1015,[00:30:41.2493143],9124,10873
1016,[00:30:41.2688025],9360,9745
1017,[00:30:41.2888781],9643,8849
1018,[00:30:41.3089940],8860,10724
1019,[00:30:41.3291008],9333,8964
1020,[00:30:41.3493669],10318,10870
1021,[00:30:41.3692651],9951,9464
1022,[00:30:41.3893788],9592,7866
1023,[00:30:41.4093302],10378,8426
1024,[00:30:41.4294037],9385,10440
1025,[00:30:41.4495661],9698,10013
1026,[00:30:41.4695679],11058,10968
1027,[00:30:41.4896179],11667,9819
1028,[00:30:41.5097264],9931,10440
1029,[00:30:41.5298794],9606,8302
1030,[00:30:41.5498958],8549,8854
1031,[00:30:41.5702110],8645,9443
1032,[00:30:41.5901274],10456,8884
1033,[00:30:41.6101817],11280,10622
1034,[00:30:41.6303584],11228,11502
1035,[00:30:41.6504097],10683,11223
1036,[00:30:41.6703705],9198,9590
1037,[00:30:41.6905456],10268,8806
1038,[00:30:41.7107503],9700,10709
1039,[00:30:41.7306577],10331,9481
1040,[00:30:41.7507479],8362,7614
1041,[00:30:41.7709303],10147,10084
1042,[00:30:41.7910960],9714,10949
1043,[00:30:41.8110318],7680,9158
1044,[00:30:41.8311871],10861,10521
1045,[00:30:41.8512200],10976,9756
1046,[00:30:41.8712215],9540,9010
1047,[00:30:41.8912550],9443,10324
1048,[00:30:41.9114704],8264,9685
1049,[00:30:41.9318931],11529,10851
1050,[00:30:41.9515275],11402,10201
1051,[00:30:41.9717180],9862,8731
1052,[00:30:41.9917365],11020,9272
1053,[00:30:42.0118074],10008,10784
1054,[00:30:42.0318707],9373,10844
1055,[00:30:42.0520065],9514,10256
1056,[00:30:42.0720476],9185,9154
1057,[00:30:42.0920520],8738,10564
1058,[00:30:42.1121178],8484,10262
1059,[00:30:42.1323155],10435,11464
1060,[00:30:42.1524399],11111,10451
1061,[00:30:42.1724437],9815,9720
1062,[00:30:42.1925087],10916,9516
1063,[00:30:42.2127356],9149,9607
1064,[00:30:42.2325980],10918,9919
1065,[00:30:42.2527077],9762,10228
1066,[00:30:42.2728350],10291,10464
1067,[00:30:42.2928927],8526,11447
1068,[00:30:42.3129103],9238,9964
1069,[00:30:42.3330251],11388,11150
1070,[00:30:42.3531239],10088,9732
1071,[00:30:42.3731472],9625,9819
1072,[00:30:42.3932238],8980,10805
1073,[00:30:42.4134428],9479,8843
1074,[00:30:42.4334568],12261,9428
1075,[00:30:42.4534745],11962,10028
1076,[00:30:42.4737450],8638,9001
1077,[00:30:42.4935779],10309,10272
1078,[00:30:42.5137589],9624,9185
1079,[00:30:42.5338472],9628,9701
1080,[00:30:42.5540897],9262,10674
1081,[00:30:42.5740072],10230,10231
1082,[00:30:42.5940184],9015,8038
1083,[00:30:42.6143034],10107,10439
1084,[00:30:42.6342225],10070,10689
1085,[00:30:42.6542940],8941,8332
1086,[00:30:42.6744069],9467,10112
1087,[00:30:42.6944465],8507,9530
1088,[00:30:42.7145751],9593,9480
1089,[00:30:42.7346185],9523,9412
1090,[00:30:42.7548516],10538,9509
1091,[00:30:42.7748144],9620,9186
1092,[00:30:42.7957170],9596,10037
1093,[00:30:42.8161208],12195,10477
1094,[00:30:42.8350308],8986,10848
1095,[00:30:42.8551258],9183,8917
1096,[00:30:42.8751903],9377,9069
1097,[00:30:42.8952765],10844,10150
1098,[00:30:42.9154127],11000,8413
1099,[00:30:42.9355379],9738,9871
1100,[00:30:42.9555916],8730,9828
1101,[00:30:42.9755606],10458,7844
1102,[00:30:42.9956630],11955,8749
1103,[00:30:43.0157139],9315,9702
1104,[00:30:43.0358693],9756,10226
1105,[00:30:43.0558811],10056,10483
1106,[00:30:43.0759825],9435,9463
1107,[00:30:43.0960259],10023,11269
1108,[00:30:43.1161095],9862,9500
1109,[00:30:43.1361790],11731,10820
1110,[00:30:43.1563260],9678,10474
1111,[00:30:43.1763893],10825,11418
1112,[00:30:43.1964216],10356,10363
1113,[00:30:43.2165048],9571,9023
1114,[00:30:43.2366434],9370,10761
1115,[00:30:43.2566099],10796,8898
1116,[00:30:43.2767226],10347,9847
1117,[00:30:43.2968539],8338,8156
1118,[00:30:43.3168949],9566,8374
1119,[00:30:43.3369287],10458,8092
1120,[00:30:43.3572930],8684,8171
1121,[00:30:43.3772126],10076,9215
1122,[00:30:43.3974580],10807,9019
1123,[00:30:43.4173305],9312,10215
1124,[00:30:43.4373957],9096,8171
1125,[00:30:43.4575218],10288,9939
1126,[00:30:43.4775098],11856,9789
1127,[00:30:43.4982665],10383,10063
1128,[00:30:43.5178000],9757,10540
1129,[00:30:43.5397769],9629,10497
1130,[00:30:43.5579232],9036,10974
1131,[00:30:43.5779898],8900,11380
1132,[00:30:43.5980763],10507,9071
1133,[00:30:43.6180793],9723,9287
1134,[00:30:43.6382094],10104,11508
1135,[00:30:43.6582111],9697,8089
1136,[00:30:43.6782234],8420,10376
1137,[00:30:43.6989663],8753,7883
1138,[00:30:43.7184825],10473,10554
1139,[00:30:43.7384259],10907,9276
1140,[00:30:43.7585028],8799,8562
1141,[00:30:43.7786989],10512,8609
1142,[00:30:43.7992198],11442,9727
1143,[00:30:43.8189233],9777,8924
1144,[00:30:43.8390102],8220,10011
1145,[00:30:43.8589067],10479,9590
1146,[00:30:43.8791776],10502,10162
1147,[00:30:43.8993323],7933,9492
1148,[00:30:43.9192999],10646,8427
1149,[00:30:43.9394472],9723,8738
1150,[00:30:43.9594091],9284,9271
1151,[00:30:43.9796267],9186,8174
1152,[00:30:43.9997596],9684,7904
1153,[00:30:44.0198701],9487,8298
1154,[00:30:44.0398061],9313,7679
1155,[00:30:44.0598344],10889,9311
1156,[00:30:44.0801197],8813,8417
1157,[00:30:44.1000216],8892,9069
1158,[00:30:44.1199923],9461,9351
1159,[00:30:44.1400951],10458,8723
1160,[00:30:44.1601906],9199,8529
1161,[00:30:44.1803071],10639,9217
1162,[00:30:44.2004782],10422,9867
1163,[00:30:44.2204541],9505,10355
1164,[00:30:44.2404794],10170,8538
1165,[00:30:44.2606304],10518,9082
1166,[00:30:44.2811637],9990,10927
1167,[00:30:44.3007827],9567,8950
1168,[00:30:44.3207908],8761,9137
1169,[00:30:44.3409008],10595,8999
1170,[00:30:44.3610067],9051,7231
1171,[00:30:44.3825415],9032,10211
1172,[00:30:44.4011763],9615,10230
1173,[00:30:44.4212305],10222,10270
1174,[00:30:44.4412327],9736,10137
1175,[00:30:44.4613645],10513,7488
1176,[00:30:44.4813501],8697,9136
1177,[00:30:44.5015498],8515,10748
1178,[00:30:44.5215830],10842,9174
1179,[00:30:44.5417751],10583,9563
1180,[00:30:44.5619401],8524,9710
1181,[00:30:44.5819661],8910,9826
1182,[00:30:44.6021451],9221,9892
1183,[00:30:44.6221656],9088,9222
1184,[00:30:44.6422387],9081,9695
1185,[00:30:44.6623679],9342,10160
1186,[00:30:44.6822755],9088,7904
1187,[00:30:44.7025032],9096,9231
1188,[00:30:44.7225716],8396,10637
1189,[00:30:44.7425955],9250,9632
1190,[00:30:44.7627278],8598,9286
1191,[00:30:44.7826905],9287,10719
1192,[00:30:44.8027949],10397,9780
1193,[00:30:44.8229593],9240,8608
1194,[00:30:44.8430042],9236,9928
1195,[00:30:44.8629870],8655,8700
1196,[00:30:44.8831566],10384,7806
1197,[00:30:44.9032252],8926,8993
1198,[00:30:44.9233492],9770,8739
1199,[00:30:44.9432740],9654,8273
1200,[00:30:44.9635230],8883,7848
1201,[00:30:44.9834445],8486,9171
1202,[00:30:45.0034643],8208,7938
1203,[00:30:45.0240722],9950,7164
1204,[00:30:45.0436863],9552,9267
1205,[00:30:45.0637128],8380,7730
1206,[00:30:45.0837844],7920,7156
1207,[00:30:45.1038997],8124,9457
1208,[00:30:45.1241552],6127,8951
1209,[00:30:45.1441867],8186,8999
1210,[00:30:45.1645362],7473,10005
1211,[00:30:45.1842190],8562,5995
1212,[00:30:45.2042704],8701,7892
1213,[00:30:45.2243926],9053,8298
1214,[00:30:45.2444025],8534,6729
1215,[00:30:45.2644595],9325,8510
1216,[00:30:45.2848889],9350,9732
1217,[00:30:45.3046909],10365,8551
1218,[00:30:45.3248008],8988,9510
1219,[00:30:45.3448073],9069,10972
1220,[00:30:45.3655467],7676,9890
1221,[00:30:45.3850599],9439,11489
1222,[00:30:45.4050604],9941,9412
1223,[00:30:45.4251591],9639,9730
1224,[00:30:45.4452247],9459,8183
1225,[00:30:45.4651890],8397,10080
1226,[00:30:45.4854950],7940,9398
1227,[00:30:45.5055556],9511,9606
1228,[00:30:45.5255114],9391,8526
1229,[00:30:45.5456291],9468,9253
1230,[00:30:45.5657409],9889,8323
1231,[00:30:45.5857552],9479,7937
1232,[00:30:45.6058212],8617,7980
1233,[00:30:45.6258752],8974,8828
1234,[00:30:45.6460169],10201,10339
1235,[00:30:45.6660141],7725,9540
1236,[00:30:45.6860681],9635,8402
1237,[00:30:45.7062366],9974,10370
1238,[00:30:45.7265255],9805,9654
1239,[00:30:45.7464175],10088,8733
1240,[00:30:45.7664250],8527,8380
1241,[00:30:45.7865334],10016,8618
1242,[00:30:45.8066484],9234,8799
1243,[00:30:45.8266618],10271,7911
1244,[00:30:45.8468047],9902,8902
1245,[00:30:45.8668873],9557,11020
1246,[00:30:45.8869858],6897,9069
1247,[00:30:45.9069836],11417,9073
1248,[00:30:45.9271686],8717,10246
1249,[00:30:45.9474177],9608,9091
1250,[00:30:45.9672094],8603,9466
1251,[00:30:45.9872441],9363,8922
1252,[00:30:46.0074789],8076,8954
1253,[00:30:46.0275047],8629,9626
1254,[00:30:46.0480002],9644,6172
1255,[00:30:46.0677054],9155,7461
1256,[00:30:46.0877606],9839,7362
1257,[00:30:46.1079853],8299,10649
1258,[00:30:46.1278568],10847,10174
1259,[00:30:46.1480814],8500,10076
1260,[00:30:46.1680780],9493,10557
1261,[00:30:46.1881178],10293,9498
1262,[00:30:46.2082273],9573,8618
1263,[00:30:46.2283357],10709,9249
1264,[00:30:46.2489290],8482,10815
1265,[00:30:46.2691283],9622,9416
1266,[00:30:46.2886086],9811,10511
1267,[00:30:46.3086659],9148,10152
1268,[00:30:46.3288256],10047,8784
1269,[00:30:46.3488721],9759,11291
1270,[00:30:46.3693969],10689,9687
1271,[00:30:46.3891376],10339,9513
1272,[00:30:46.4092921],8565,9569
1273,[00:30:46.4290728],8508,9978
1274,[00:30:46.4492952],9366,10063
1275,[00:30:46.4693134],9279,9810
1276,[00:30:46.4893933],9290,8649
1277,[00:30:46.5095201],9413,9258
1278,[00:30:46.5294949],9156,10822
1279,[00:30:46.5496085],9924,9678
1280,[00:30:46.5696304],9847,9531
1281,[00:30:46.5897588],7962,9121
1282,[00:30:46.6097900],9775,7298
1283,[00:30:46.6299575],10023,9828
1284,[00:30:46.6498882],9877,9873
1285,[00:30:46.6700623],9185,9853
1286,[00:30:46.6900864],9385,10505
1287,[00:30:46.7102190],9702,11046
1288,[00:30:46.7302776],10007,9928
1289,[00:30:46.7503452],10288,11684
1290,[00:30:46.7704109],10109,9740
1291,[00:30:46.7905727],8785,7910
1292,[00:30:46.8106233],8911,8966
1293,[00:30:46.8306761],11286,9030
1294,[00:30:46.8507852],9817,10674
1295,[00:30:46.8708324],9491,9055
1296,[00:30:46.8909172],8953,8688
1297,[00:30:46.9109358],9855,8806
1298,[00:30:46.9311566],10165,8866
1299,[00:30:46.9511826],10463,10579
1300,[00:30:46.9713126],9394,10920
1301,[00:30:46.9913739],9287,10161
1302,[00:30:47.0114415],9621,9952
1303,[00:30:47.0324263],8906,9204
1304,[00:30:47.0515780],9286,9232
1305,[00:30:47.0716281],10463,9165
1306,[00:30:47.0916932],10462,10387
1307,[00:30:47.1118269],9749,9524
1308,[00:30:47.1323881],9591,9165
1309,[00:30:47.1520010],10757,10735
1310,[00:30:47.1720327],9151,8856
1311,[00:30:47.1921545],10014,10887
1312,[00:30:47.2121690],9317,8507
1313,[00:30:47.2324361],9639,9049
1314,[00:30:47.2523973],8863,8952
1315,[00:30:47.2724233],9285,8815
1316,[00:30:47.2924578],10697,10150
1317,[00:30:47.3125725],10002,9449
1318,[00:30:47.3326709],9280,10548
1319,[00:30:47.3527968],10715,10397
1320,[00:30:47.3728274],9585,11319
1321,[00:30:47.3928975],9786,10191
1322,[00:30:47.4129825],9007,9302
1323,[00:30:47.4330145],9369,10656
1324,[00:30:47.4530291],9978,9237
1325,[00:30:47.4731846],8361,10458
1326,[00:30:47.4931662],9821,9278
1327,[00:30:47.5133764],8447,10181
1328,[00:30:47.5334269],8614,8920
1329,[00:30:47.5534799],10172,10313
1330,[00:30:47.5734973],10835,9711
1331,[00:30:47.5936519],9942,11032
1332,[00:30:47.6136785],8735,10729
1333,[00:30:47.6337207],9299,9232
1334,[00:30:47.6538701],10162,11085
1335,[00:30:47.6738743],9915,10435
1336,[00:30:47.6940108],9939,8800
1337,[00:30:47.7147400],10218,8765
1338,[00:30:47.7342392],9999,7872
1339,[00:30:47.7543155],10082,9512
1340,[00:30:47.7743926],9456,10617
1341,[00:30:47.7946014],9326,10724
1342,[00:30:47.8144903],9053,8913
1343,[00:30:47.8346351],8782,10026
1344,[00:30:47.8547708],9439,10176
1345,[00:30:47.8747332],10420,10018
1346,[00:30:47.8952041],7144,9675
1347,[00:30:47.9150130],8867,10363
1348,[00:30:47.9352010],10664,9799
1349,[00:30:47.9551321],9166,10027
1350,[00:30:47.9751382],11403,9642
1351,[00:30:47.9953802],9401,9145
1352,[00:30:48.0154680],12130,11541
1353,[00:30:48.0353855],10930,8416
1354,[00:30:48.0555818],10718,9568
1355,[00:30:48.0758041],9252,10879
1356,[00:30:48.0958168],9350,9004
1357,[00:30:48.1156869],8073,10005
1358,[00:30:48.1358735],8050,8279
1359,[00:30:48.1559250],9737,10401
1360,[00:30:48.1759520],9672,9837
1361,[00:30:48.1959829],9041,8258
1362,[00:30:48.2161334],9296,9700
1363,[00:30:48.2361248],10247,9790
1364,[00:30:48.2562202],8424,9487
1365,[00:30:48.2762791],9308,9026
1366,[00:30:48.2964664],9302,9816
1367,[00:30:48.3164845],8163,10493
1368,[00:30:48.3366093],8985,8263
1369,[00:30:48.3566932],8826,9162
1370,[00:30:48.3767705],10691,9296
1371,[00:30:48.3967502],8999,8739
1372,[00:30:48.4168706],9287,9207
1373,[00:30:48.4370787],10252,8838
1374,[00:30:48.4569876],9426,10111
1375,[00:30:48.4770530],9254,10038
1376,[00:30:48.4971436],9637,9595
1377,[00:30:48.5172807],10176,8255
1378,[00:30:48.5374587],11069,9287
1379,[00:30:48.5575918],9861,8992
1380,[00:30:48.5775464],10006,7886
1381,[00:30:48.5977492],10767,8943
1382,[00:30:48.6177149],9319,8183
1383,[00:30:48.6377364],9399,9262
1384,[00:30:48.6578269],9444,9604
1385,[00:30:48.6780863],8872,8772
1386,[00:30:48.6979798],8605,8368
1387,[00:30:48.7182284],8348,9561
1388,[00:30:48.7383231],9074,10212
1389,[00:30:48.7583843],10671,7802
1390,[00:30:48.7783823],8291,9588
1391,[00:30:48.7984469],9219,9612
1392,[00:30:48.8184742],8528,10593
1393,[00:30:48.8385373],9457,9954
1394,[00:30:48.8586184],10165,7975
1395,[00:30:48.8788587],8911,8196
1396,[00:30:48.8988322],9852,8678
1397,[00:30:48.9188326],10020,8293
1398,[00:30:48.9390996],9459,7936
1399,[00:30:48.9592242],8077,8522
1400,[00:30:48.9793528],10476,10627
1401,[00:30:48.9991536],8621,8404
1402,[00:30:49.0193448],10696,8080
1403,[00:30:49.0394964],10569,7732
1404,[00:30:49.0595261],9883,9040
1405,[00:30:49.0797047],9994,7856
1406,[00:30:49.0999944],9424,8142
1407,[00:30:49.1196804],9393,7132
1408,[00:30:49.1399145],9802,10892
1409,[00:30:49.1600024],9709,8301
1410,[00:30:49.1799321],8859,7795
1411,[00:30:49.1999787],10145,8029
1412,[00:30:49.2201050],9460,9510
1413,[00:30:49.2402084],9748,8231
1414,[00:30:49.2602344],9071,8019
1415,[00:30:49.2803016],9711,9887
1416,[00:30:49.3003690],9905,7854
1417,[00:30:49.3203481],8817,9742
1418,[00:30:49.3405619],8697,7959
1419,[00:30:49.3605696],9085,7852
1420,[00:30:49.3812133],9499,9277
1421,[00:30:49.4007675],9327,9769
1422,[00:30:49.4208634],11347,8903
1423,[00:30:49.4409773],8224,9029
1424,[00:30:49.4609781],10264,9943
1425,[00:30:49.4815199],8739,10007
1426,[00:30:49.5010643],8280,9306
