Predicted duration,5.0,,,
Predicted error,3.8,,,
Predicted start,04:57:35,,,
Notes,starts from frame 92,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
426,[04:58:33.0362004],274,10035,68425
427,[04:58:33.4367500],488,12362,56928
428,[04:58:33.8358109],507,8518,15071
429,[04:58:34.2369168],732,13693,65862
430,[04:58:34.6359696],388,10180,34015
431,[04:58:35.0370744],887,6289,27075
432,[04:58:35.4360331],-356,7023,27258
433,[04:58:35.8376342],1616,7364,30859
434,[04:58:36.2373683],217,7931,23756
435,[04:58:36.6378820],-213,7794,23464
436,[04:58:37.0373446],992,6716,29555
437,[04:58:37.4376104],115,7065,23611
438,[04:58:37.8366396],260,5461,29602
439,[04:58:38.2376863],769,5842,35329
440,[04:58:38.6367137],206,7482,19092
441,[04:58:39.0377008],895,10167,39850
442,[04:58:39.4368165],328,12448,56185
443,[04:58:39.8376360],737,11105,138272
444,[04:58:40.2373370],-245,12710,71716
445,[04:58:40.6380931],1527,12246,136528
446,[04:58:41.0381542],2083,14594,189931
447,[04:58:41.4385596],659,17357,162172
448,[04:58:41.8382998],2384,16267,162800
449,[04:58:42.2380267],2200,19002,98985
450,[04:58:42.6386250],929,11099,90693
451,[04:58:43.0384993],1274,14506,179225
452,[04:58:43.4389884],658,13009,105298
453,[04:58:43.8385500],1750,10993,101516
454,[04:58:44.2390102],965,16422,86979
455,[04:58:44.6387216],1232,16091,155644
456,[04:58:45.0380137],1988,23714,101081
457,[04:58:45.4390152],-572,16868,23688
458,[04:58:45.8395169],705,4055,23511
459,[04:58:46.2395201],-36,7272,30077
460,[04:58:46.6393827],1090,11618,36821
461,[04:58:47.0391855],336,9934,35753
462,[04:58:47.4398283],1433,8357,36581
463,[04:58:47.8399637],1005,9060,33751
464,[04:58:48.2396261],884,7838,36480
465,[04:58:48.6399904],-240,6181,31297
466,[04:58:49.0400872],-129,3830,29524
467,[04:58:49.4397126],-18,5495,12162
468,[04:58:49.8399051],1356,9658,42901
469,[04:58:50.2399593],-106,10545,36556
470,[04:58:50.6399479],2203,5220,51385
471,[04:58:51.0398829],945,8704,43948
472,[04:58:51.4403207],420,10034,38531
473,[04:58:51.8404551],52,8042,27147
474,[04:58:52.2402730],243,5502,64545
