Predicted duration,0.6,,,
Predicted error,1.8,,,
Predicted start,00:57:44,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
416,[00:57:12.1563634],12290,47378,29987
417,[00:57:12.2311202],9159,47774,33214
418,[00:57:12.3068872],8734,48828,30539
419,[00:57:12.3817325],9408,48181,30852
420,[00:57:12.4566105],11855,54140,33386
421,[00:57:12.5315447],8450,50908,33115
422,[00:57:12.6077413],10069,50005,33345
423,[00:57:12.6816202],8302,54567,29356
424,[00:57:12.7597470],11711,52016,32134
425,[00:57:12.8322591],11327,48627,28530
426,[00:57:12.9080138],11767,48677,32301
427,[00:57:12.9825224],8522,50510,34502
428,[00:57:13.0577907],11289,48061,32714
429,[00:57:13.1319615],11636,50460,29551
430,[00:57:13.2080759],10362,51846,34034
431,[00:57:13.2830847],7645,56460,32367
432,[00:57:13.3584680],11313,52570,28755
433,[00:57:13.4331644],9824,54804,26087
434,[00:57:13.5085625],10387,53760,30219
435,[00:57:13.5836453],10669,45773,31773
436,[00:57:13.6585280],10593,51014,26657
437,[00:57:13.7325321],10310,49634,28429
438,[00:57:13.8078182],8718,51227,35152
439,[00:57:13.8835337],12305,54508,28668
440,[00:57:13.9581398],7390,51790,28875
441,[00:57:14.0331408],12936,52877,30877
442,[00:57:14.1083015],11222,50963,33330
443,[00:57:14.1833055],10292,49219,26028
444,[00:57:14.2583011],7253,51655,31045
445,[00:57:14.3338709],10258,49640,24980
446,[00:57:14.4085216],9347,51288,31591
447,[00:57:14.4839501],10617,49553,30061
448,[00:57:14.5586260],9614,51787,31058
449,[00:57:14.6338221],11201,48991,29985
450,[00:57:14.7087403],11657,49598,31456
451,[00:57:14.7837766],10655,46481,33670
452,[00:57:14.8588658],7028,47360,30110
453,[00:57:14.9341758],12887,48231,31905
454,[00:57:15.0089681],10170,44037,28816
455,[00:57:15.0847494],8830,57297,31266
456,[00:57:15.1592240],10247,51279,30805
457,[00:57:15.2342429],9937,51925,33845
458,[00:57:15.3096973],8811,50433,30975
459,[00:57:15.3845557],10636,48420,32882
460,[00:57:15.4595743],7940,49997,34465
461,[00:57:15.5351585],9052,53976,28119
462,[00:57:15.6098227],6407,49432,28369
463,[00:57:15.6849632],10955,50190,35619
464,[00:57:15.7600049],11469,47114,35494
465,[00:57:15.8352171],9036,53127,32819
466,[00:57:15.9101278],13343,50524,36194
467,[00:57:15.9851310],11245,48731,30205
468,[00:57:16.0607711],10791,51303,29103
469,[00:57:16.1357794],9308,52592,34051
470,[00:57:16.2105874],8305,50095,29881
471,[00:57:16.2864573],7383,53909,35410
472,[00:57:16.3625044],10248,53079,32793
473,[00:57:16.4362677],10642,51060,33501
474,[00:57:16.5113548],10700,53932,33484
475,[00:57:16.5857215],8293,55288,31888
476,[00:57:16.6613641],10223,45953,29468
477,[00:57:16.7363564],7323,50573,29030
478,[00:57:16.8126428],8657,52025,32112
479,[00:57:16.8872181],11206,53981,29937
480,[00:57:16.9613329],11514,52535,31520
481,[00:57:17.0369183],11950,50406,29229
482,[00:57:17.1117837],9866,51695,30255
483,[00:57:17.1861191],9327,60005,31458
484,[00:57:17.2616575],9377,49213,25923
485,[00:57:17.3365454],10082,53463,31064
486,[00:57:17.4116529],10502,56684,35046
487,[00:57:17.4866145],6870,52387,28643
488,[00:57:17.5616507],6627,50406,30978
489,[00:57:17.6368506],8292,47256,33498
490,[00:57:17.7121864],9656,55312,33259
491,[00:57:17.7883403],9652,57976,31436
492,[00:57:17.8621179],6652,54125,32303
493,[00:57:17.9372148],10323,45038,32555
494,[00:57:18.0121299],10159,51766,28692
495,[00:57:18.0872095],9717,50112,28477
496,[00:57:18.1623216],9638,49640,27480
497,[00:57:18.2372643],9139,47021,28659
498,[00:57:18.3127677],9957,51423,30867
499,[00:57:18.3874781],10121,47333,33568
500,[00:57:18.4624241],10174,48710,30063
501,[00:57:18.5377693],10285,55418,31073
502,[00:57:18.6129494],6805,49305,31462
503,[00:57:18.6878505],10428,47097,29881
504,[00:57:18.7629001],13304,47956,33698
505,[00:57:18.8378024],8386,56908,30484
506,[00:57:18.9131948],8948,48524,31199
507,[00:57:18.9878635],9852,50071,31710
508,[00:57:19.0632937],9504,61173,29369
509,[00:57:19.1389032],7822,48834,38528
510,[00:57:19.2134151],12820,47904,32132
511,[00:57:19.2896924],8768,56950,30503
512,[00:57:19.3635980],10704,51551,30569
513,[00:57:19.4388190],8872,49339,31375
514,[00:57:19.5137515],11949,49251,32851
515,[00:57:19.5890293],8356,57833,36307
516,[00:57:19.6638717],9821,47807,28261
517,[00:57:19.7391378],8543,50455,32627
518,[00:57:19.8148882],10335,53907,28808
519,[00:57:19.8921862],9853,54488,28111
520,[00:57:19.9643584],10322,51083,32976
521,[00:57:20.0401941],11347,55162,33020
522,[00:57:20.1151896],9313,51047,29599
523,[00:57:20.1893930],8739,53542,30820
524,[00:57:20.2643555],8206,55399,32901
525,[00:57:20.3397755],9810,56635,31485
526,[00:57:20.4155217],12208,53477,33506
527,[00:57:20.4929326],9719,52219,36010
528,[00:57:20.5655716],8968,48652,31504
529,[00:57:20.6416925],11258,48425,30734
530,[00:57:20.7153567],8854,52425,32070
531,[00:57:20.7900883],8952,54989,32087
532,[00:57:20.8652480],8223,49933,32407
533,[00:57:20.9403435],10530,46967,34997
534,[00:57:21.0154069],6499,55293,30297
535,[00:57:21.0931337],10265,49940,32750
536,[00:57:21.1656159],10262,48954,31691
537,[00:57:21.2403344],10947,53168,31087
538,[00:57:21.3157599],10606,56697,30568
539,[00:57:21.3925925],8376,50604,31378
540,[00:57:21.4655861],9733,55037,25047
541,[00:57:21.5404885],8662,56184,29723
542,[00:57:21.6157648],10915,48397,31868
543,[00:57:21.6912534],9774,54253,34927
544,[00:57:21.7657143],11823,54612,34626
545,[00:57:21.8417240],10273,53745,34517
546,[00:57:21.9162126],13665,52160,33547
547,[00:57:21.9910128],9553,49387,31982
548,[00:57:22.0660640],6702,54177,29157
549,[00:57:22.1419756],11156,55295,30784
550,[00:57:22.2163570],9831,53781,29872
551,[00:57:22.2933615],11210,43838,29781
552,[00:57:22.3664568],8393,52458,35057
553,[00:57:22.4419664],13390,55455,35107
554,[00:57:22.5166871],9714,48094,29593
555,[00:57:22.5916229],9803,51876,33470
556,[00:57:22.6671773],10350,52632,35094
557,[00:57:22.7421554],9203,52751,30239
558,[00:57:22.8171997],10370,53008,33022
559,[00:57:22.8934692],7543,48446,36179
560,[00:57:22.9672561],9825,51471,28248
561,[00:57:23.0423130],9280,55043,28194
562,[00:57:23.1173575],10076,46918,33887
563,[00:57:23.1926153],8749,50329,32741
564,[00:57:23.2678045],11345,48019,34139
565,[00:57:23.3435070],9901,53126,38015
566,[00:57:23.4184801],9725,52871,33411
567,[00:57:23.4934224],8988,51148,29619
568,[00:57:23.5689203],8819,56000,34768
569,[00:57:23.6434572],7958,56936,33292
570,[00:57:23.7178321],12345,48249,33619
571,[00:57:23.7928942],11843,53302,29643
572,[00:57:23.8684833],12779,53133,33672
573,[00:57:23.9438789],9190,54666,36639
574,[00:57:24.0189581],11020,51064,30577
575,[00:57:24.0937357],10274,49728,28880
576,[00:57:24.1695500],8592,49375,33020
577,[00:57:24.2439580],9535,50170,35174
578,[00:57:24.3187518],8319,51965,35810
579,[00:57:24.3937976],11124,53852,30599
580,[00:57:24.4687069],9581,52329,32123
581,[00:57:24.5437166],11019,51240,30292
582,[00:57:24.6190883],5897,53335,31659
583,[00:57:24.6941244],11071,50890,30951
584,[00:57:24.7691043],11436,47564,33804
585,[00:57:24.8443392],5851,52994,35086
586,[00:57:24.9193451],10681,58593,36567
587,[00:57:24.9944328],12408,46040,36133
588,[00:57:25.0692868],11606,58614,34968
589,[00:57:25.1442113],11754,47264,35935
590,[00:57:25.2197261],9611,47232,32905
591,[00:57:25.2942963],10312,48464,32010
592,[00:57:25.3696712],10345,57939,37010
593,[00:57:25.4444796],10271,53729,36636
594,[00:57:25.5196931],8592,56658,36809
595,[00:57:25.5964674],10375,53292,36244
596,[00:57:25.6699462],13787,56193,33382
597,[00:57:25.7449980],9276,53255,30229
598,[00:57:25.8203606],10568,55263,33463
599,[00:57:25.8951201],10219,48955,36954
600,[00:57:25.9700457],10818,53667,32838
601,[00:57:26.0453562],11650,54000,35916
602,[00:57:26.1203117],10825,51306,32502
603,[00:57:26.1957461],8335,48944,30807
604,[00:57:26.2706945],9042,53599,32496
605,[00:57:26.3456031],11629,56773,36254
606,[00:57:26.4207168],10843,48076,31818
607,[00:57:26.4959425],10003,46135,32419
608,[00:57:26.5712443],10584,55220,32865
609,[00:57:26.6461560],9988,51135,31628
610,[00:57:26.7208569],10407,47878,30542
611,[00:57:26.7960269],8661,49574,30874
612,[00:57:26.8719546],9527,56501,35172
613,[00:57:26.9475492],8425,49582,34297
614,[00:57:27.0239245],9911,50529,33703
615,[00:57:27.0969599],10137,56392,29595
616,[00:57:27.1717004],12381,52649,30907
617,[00:57:27.2467481],11726,49264,30459
618,[00:57:27.3215601],10306,54358,34380
619,[00:57:27.3969879],11013,49871,29568
620,[00:57:27.4738887],10716,50664,36194
