Predicted duration,5.0,,,
Predicted error,3.8,,,
Predicted start,04:57:35,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
505,[04:57:01.5133256],9782,316816,119233
506,[04:57:01.6634200],2489,297897,80753
507,[04:57:01.8135144],5421,241535,128891
508,[04:57:01.9636088],5736,288052,95572
509,[04:57:02.1137031],9959,237230,126710
510,[04:57:02.2637975],13966,294799,116035
511,[04:57:02.4138919],4118,294898,105503
512,[04:57:02.5639863],9017,318601,91061
513,[04:57:02.7140807],12213,282968,114448
514,[04:57:02.8641751],8416,301358,129161
515,[04:57:03.0142694],2546,302662,120237
516,[04:57:03.1643638],7101,279692,97939
517,[04:57:03.3144582],7366,324053,128831
518,[04:57:03.4645527],10976,348550,121032
519,[04:57:03.6146471],5991,349216,95395
520,[04:57:03.7647415],5134,349961,105973
521,[04:57:03.9148359],10236,353407,124159
522,[04:57:04.0649302],6508,280766,125334
523,[04:57:04.2150246],13404,261001,133312
524,[04:57:04.3651190],8875,268726,100100
525,[04:57:04.5152134],11518,322599,80771
526,[04:57:04.6653078],10577,250323,108384
527,[04:57:04.8154022],7011,362849,114467
528,[04:57:04.9654967],8996,274571,110481
529,[04:57:05.1155910],8405,299491,129560
530,[04:57:05.2656854],4129,269095,113146
531,[04:57:05.4157798],11594,334407,112340
532,[04:57:05.5658742],8290,239123,118875
533,[04:57:05.7159686],11686,295977,114065
534,[04:57:05.8660630],11156,340688,108013
535,[04:57:06.0161573],8298,277012,88098
536,[04:57:06.1662517],10728,325200,121593
537,[04:57:06.3163461],7943,305582,117381
538,[04:57:06.4664405],3615,272467,116154
539,[04:57:06.6165350],8477,283743,131283
540,[04:57:06.7666294],9281,283559,86961
541,[04:57:06.9167238],8520,393402,112667
542,[04:57:07.0668181],14318,285607,98221
543,[04:57:07.2169125],6996,298031,94182
544,[04:57:07.3670069],5734,314162,109646
545,[04:57:07.5171013],4914,326109,143301
546,[04:57:07.6671957],10606,291363,133764
547,[04:57:07.8172901],4906,317989,117406
548,[04:57:07.9673845],7484,273611,93354
549,[04:57:08.1174788],9029,316382,88935
550,[04:57:08.2675732],7469,337069,119851
551,[04:57:08.4176677],7248,262424,103878
552,[04:57:08.5677621],2311,340417,124017
553,[04:57:08.7178565],4240,297708,116374
554,[04:57:08.8679509],8228,344071,106716
555,[04:57:09.0180452],10593,260833,151856
556,[04:57:09.1681396],4727,280297,160846
557,[04:57:09.3182340],5498,383560,127478
558,[04:57:09.4683284],8464,299295,157214
559,[04:57:09.6184228],16771,324310,109434
560,[04:57:09.7685173],10979,253462,121528
561,[04:57:09.9186117],7311,299418,89757
562,[04:57:10.0687060],10435,240960,123491
563,[04:57:10.2188004],8657,317669,93171
564,[04:57:10.3688948],5218,349143,126440
565,[04:57:10.5189892],13269,322732,95098
566,[04:57:10.6690836],6447,278348,161100
567,[04:57:10.8191780],7807,241599,101326
568,[04:57:10.9692724],12923,219016,144567
569,[04:57:11.1193667],15792,337177,147793
570,[04:57:11.2694611],9658,305677,122744
571,[04:57:11.4195556],11648,315385,114439
572,[04:57:11.5696500],8150,307419,99753
573,[04:57:11.7197444],5293,315853,74973
574,[04:57:11.8698388],6109,293296,100330
575,[04:57:12.0199331],1140,309266,138635
576,[04:57:12.1700275],11380,348061,125634
577,[04:57:12.3201219],6985,340328,130238
578,[04:57:12.4702163],9427,360119,105542
579,[04:57:12.6203107],7701,252872,135279
580,[04:57:12.7704051],6565,317167,110775
581,[04:57:12.9204996],9532,360542,129168
582,[04:57:13.0705939],4944,313916,129587
583,[04:57:13.2206883],6939,232319,111159
584,[04:57:13.3707827],9604,372778,107977
585,[04:57:13.5208771],6469,300639,131908
