Predicted duration,1.3,,,
Predicted error,0.6,,,
Predicted start,02:16:08,,,
Notes,starts from frame 1 and first ~100 frames are 'dropped frames'. incorrect data because the cpu was overloaded,,,
FrameNum,timeInfo,signal-target,signal-track1
628,[02:16:14.6837205],12046,562369
629,[02:16:14.7347024],13709,513331
630,[02:16:14.7846775],12982,538489
631,[02:16:14.8341533],13075,522639
632,[02:16:14.8837703],12250,522556
633,[02:16:14.9335035],13932,525869
634,[02:16:14.9843743],11122,550743
635,[02:16:15.0349548],13669,555087
636,[02:16:15.0841582],13939,502238
637,[02:16:15.1339793],13337,549253
638,[02:16:15.1838379],14006,537996
639,[02:16:15.2344489],14335,553293
640,[02:16:15.2849508],14562,535240
641,[02:16:15.3344055],12814,547133
642,[02:16:15.3842478],12158,551384
643,[02:16:15.4343233],13937,554389
644,[02:16:15.4847013],16141,536139
645,[02:16:15.5357384],15902,528030
646,[02:16:15.5847468],16292,544722
647,[02:16:15.6363669],11374,492930
648,[02:16:15.6848841],14574,527013
649,[02:16:15.7355965],13160,566205
650,[02:16:15.7860456],13822,561995
651,[02:16:15.8353424],15455,525566
652,[02:16:15.8858341],11839,510994
653,[02:16:15.9353181],16021,521729
654,[02:16:15.9853811],12879,511752
655,[02:16:16.0364364],12146,557152
656,[02:16:16.0859249],11081,562521
657,[02:16:16.1352802],14172,527121
658,[02:16:16.1854164],12942,527739
659,[02:16:16.2355677],12368,536891
660,[02:16:16.2859926],11149,553559
661,[02:16:16.3366104],14876,543019
662,[02:16:16.3859107],11053,522229
663,[02:16:16.4359987],12012,536527
664,[02:16:16.4859086],15740,532116
665,[02:16:16.5377877],15050,551353
666,[02:16:16.5884256],11616,549108
667,[02:16:16.6367795],14375,568607
668,[02:16:16.6860479],12449,563772
669,[02:16:16.7365820],14832,559804
670,[02:16:16.7873648],14503,563364
671,[02:16:16.8381765],12922,558643
672,[02:16:16.8882770],13396,560612
673,[02:16:16.9370896],14332,540158
674,[02:16:16.9878045],13244,544637
