Predicted duration,0.52,,,
Predicted error,0.2,,,
Predicted start,00:22:05,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1
553,[00:22:12.8470457],26750,353863
554,[00:22:12.8958191],28988,365253
555,[00:22:12.9463283],27462,383294
556,[00:22:12.9965576],25809,346873
557,[00:22:13.0461819],28140,349648
558,[00:22:13.0963811],27677,366291
559,[00:22:13.1467572],28724,364439
560,[00:22:13.1978044],31331,363770
561,[00:22:13.2477786],28940,346904
562,[00:22:13.2977571],29900,335774
563,[00:22:13.3468798],32094,362935
564,[00:22:13.3974544],29833,352930
565,[00:22:13.4467273],32058,355714
566,[00:22:13.4984796],29541,350344
567,[00:22:13.5482308],28982,374156
568,[00:22:13.5978972],33009,364011
569,[00:22:13.6471504],29608,359170
570,[00:22:13.6973198],27297,356870
571,[00:22:13.7481009],27983,367433
572,[00:22:13.7975595],28868,363206
573,[00:22:13.8477221],29584,365464
574,[00:22:13.8973169],30188,357310
575,[00:22:13.9482541],30672,353714
576,[00:22:13.9982860],29819,367659
577,[00:22:14.0481724],30216,362352
578,[00:22:14.0976671],32150,368203
579,[00:22:14.1481089],34435,359203
580,[00:22:14.1982294],29275,385182
581,[00:22:14.2492515],26804,370475
582,[00:22:14.2990973],29077,360870
583,[00:22:14.3489506],31574,381862
584,[00:22:14.3991500],34643,364226
585,[00:22:14.4495232],31939,377287
586,[00:22:14.4995245],31085,362954
587,[00:22:14.5496223],32109,363577
588,[00:22:14.5997146],28434,349356
589,[00:22:14.6494617],30763,368627
590,[00:22:14.6996463],33542,355791
591,[00:22:14.7496401],24717,373750
592,[00:22:14.7996129],28561,371587
593,[00:22:14.8499611],31862,355640
594,[00:22:14.8992500],30640,355756
595,[00:22:14.9501044],33048,362261
596,[00:22:15.0004855],32127,366627
597,[00:22:15.0503246],32280,362463
598,[00:22:15.1013608],32987,362583
599,[00:22:15.1504437],32090,364218
600,[00:22:15.2005147],29662,351116
601,[00:22:15.2511598],27991,371601
602,[00:22:15.3006582],28129,346898
603,[00:22:15.3507798],28638,358168
604,[00:22:15.4007754],30413,358675
605,[00:22:15.4509133],32718,361390
606,[00:22:15.5009665],34288,366877
607,[00:22:15.5507584],25824,370409
608,[00:22:15.6007275],30492,376051
609,[00:22:15.6503860],29966,361504
610,[00:22:15.7009783],30298,375572
611,[00:22:15.7504158],30712,388151
612,[00:22:15.8007005],29048,372607
613,[00:22:15.8503395],30880,359875
614,[00:22:15.9006187],29542,372231
615,[00:22:15.9517476],33609,375797
616,[00:22:16.0009417],34175,370034
617,[00:22:16.0514395],31899,369239
618,[00:22:16.1009281],30996,364721
619,[00:22:16.1509543],27970,377888
620,[00:22:16.2010695],29152,370742
621,[00:22:16.2518435],31565,363006
622,[00:22:16.3017190],31397,360923
623,[00:22:16.3520493],29036,363898
624,[00:22:16.4013612],29948,364573
625,[00:22:16.4516787],33188,359703
626,[00:22:16.5024369],34361,363576
627,[00:22:16.5524188],33006,359741
628,[00:22:16.6033338],30827,386548
629,[00:22:16.6529961],31201,370413
630,[00:22:16.7020447],28678,368592
631,[00:22:16.7523519],26890,379311
632,[00:22:16.8021015],29860,388847
633,[00:22:16.8521067],29946,372928
634,[00:22:16.9031300],32510,365736
635,[00:22:16.9523400],30893,348301
636,[00:22:17.0026084],28463,368433
637,[00:22:17.0522437],29560,369141
638,[00:22:17.1029235],26754,354765
639,[00:22:17.1527720],28494,363666
640,[00:22:17.2028960],28703,354473
641,[00:22:17.2535508],28944,365206
642,[00:22:17.3034087],28215,362879
643,[00:22:17.3535330],27383,362280
644,[00:22:17.4030328],30757,356643
645,[00:22:17.4536668],31544,371856
646,[00:22:17.5037219],28143,371069
647,[00:22:17.5539783],28485,384253
648,[00:22:17.6039589],30718,365747
649,[00:22:17.6541166],31100,373833
650,[00:22:17.7034547],28342,352125
651,[00:22:17.7536458],26541,366975
652,[00:22:17.8041173],26808,348776
653,[00:22:17.8560991],27532,362261
654,[00:22:17.9048637],29627,386106
655,[00:22:17.9568067],27415,375215
656,[00:22:18.0068229],29022,359116
657,[00:22:18.0549692],29836,382165
658,[00:22:18.1049324],25096,374796
659,[00:22:18.1549714],27668,381696
660,[00:22:18.2050164],31419,361730
661,[00:22:18.2554138],31890,374870
662,[00:22:18.3049567],34328,355409
663,[00:22:18.3553572],33127,369769
664,[00:22:18.4056582],33656,366556
665,[00:22:18.4555377],33920,361023
666,[00:22:18.5055017],35299,377800
667,[00:22:18.5557492],36469,354586
668,[00:22:18.6075385],36633,360446
669,[00:22:18.6584649],32722,354841
670,[00:22:18.7084812],33489,357540
671,[00:22:18.7569038],36934,363680
672,[00:22:18.8059132],33505,381827
673,[00:22:18.8560382],34689,365226
674,[00:22:18.9058755],33577,375817
675,[00:22:18.9560527],34262,383932
676,[00:22:19.0066246],33049,366056
677,[00:22:19.0561897],38131,349586
678,[00:22:19.1064010],35842,371002
679,[00:22:19.1553165],33471,353563
680,[00:22:19.2057835],31084,353830
681,[00:22:19.2555435],32382,359062
682,[00:22:19.3064983],29857,364557
683,[00:22:19.3559179],32597,362809
684,[00:22:19.4058903],30415,365900
685,[00:22:19.4559180],26511,372659
686,[00:22:19.5060620],30336,363357
687,[00:22:19.5573100],29368,365770
688,[00:22:19.6065343],29924,363147
