Predicted duration,0.9,,,
Predicted error,0.5,,,
Predicted start,03:47:06,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
244,[03:47:04.0478213],11901,69076,27775
245,[03:47:04.1980550],11391,71752,27296
246,[03:47:04.3482575],11811,68909,26674
247,[03:47:04.4984587],12254,70801,27079
248,[03:47:04.6481659],11250,68588,29592
249,[03:47:04.7982449],12358,68487,28021
250,[03:47:04.9487518],11409,72755,30326
251,[03:47:05.0987287],11919,68614,27720
252,[03:47:05.2490922],12830,72610,27970
253,[03:47:05.3986468],12242,71205,29571
254,[03:47:05.5487979],11126,70511,28137
255,[03:47:05.6989598],11015,70965,29940
256,[03:47:05.8490151],10648,69118,28142
257,[03:47:05.9993448],10385,67474,27231
258,[03:47:06.1493854],9573,70214,28422
259,[03:47:06.2990795],-566,75401,29445
260,[03:47:06.4492171],-302,70086,26485
261,[03:47:06.5994078],70,73556,28112
262,[03:47:06.7494876],840,68470,29908
263,[03:47:06.8993660],462,69347,29101
264,[03:47:07.0497724],510,71939,28102
265,[03:47:07.1999467],8175,71839,27296
266,[03:47:07.3501109],11768,72280,27598
267,[03:47:07.4997178],10424,68044,29279
268,[03:47:07.6498851],12993,71545,28299
269,[03:47:07.7999332],10129,70262,27416
270,[03:47:07.9502755],10879,72820,27760
271,[03:47:08.1000229],11243,70632,27976
272,[03:47:08.2500467],10502,69111,28246
273,[03:47:08.4002874],11418,68557,27164
274,[03:47:08.5502793],11872,69151,26768
275,[03:47:08.7010712],12279,70184,25001
276,[03:47:08.8505989],11165,68749,28081
277,[03:47:09.0005510],10893,73713,28658
278,[03:47:09.1506313],11975,67372,26446
279,[03:47:09.3007147],12797,71453,28284
280,[03:47:09.4511328],11879,69325,25771
281,[03:47:09.6009432],13518,70333,30187
282,[03:47:09.7511817],12678,70177,25714
283,[03:47:09.9010909],10972,67403,27210
284,[03:47:10.0510762],11510,68532,27549
285,[03:47:10.2015039],12572,72217,28361
286,[03:47:10.3518256],11148,71931,27472
287,[03:47:10.5012603],10011,71256,28631
288,[03:47:10.6515887],11337,70653,29041
289,[03:47:10.8013925],10627,68788,27403
290,[03:47:10.9519022],10575,68064,25926
291,[03:47:11.1018730],11717,67224,27768
292,[03:47:11.2517754],11166,65469,29385
293,[03:47:11.4019298],11236,70040,27624
294,[03:47:11.5520461],10716,68410,28449
295,[03:47:11.7025303],10216,72970,26229
296,[03:47:11.8519709],13782,69381,30886
297,[03:47:12.0021190],12890,68804,29470
298,[03:47:12.1521225],11218,71429,29126
299,[03:47:12.3023920],12483,68605,28440
300,[03:47:12.4527975],10952,69325,29311
301,[03:47:12.6023565],11796,70198,26547
302,[03:47:12.7525814],10453,66668,26490
303,[03:47:12.9024690],11252,69721,27310
304,[03:47:13.0526346],13385,68396,27425
305,[03:47:13.2031720],11009,68671,29316
306,[03:47:13.3531794],11729,67868,27167
307,[03:47:13.5029198],12950,70534,28562
308,[03:47:13.6529607],11177,69032,29005
309,[03:47:13.8029943],11930,68875,27217
310,[03:47:13.9531101],12397,71431,27941
311,[03:47:14.1034416],10353,71605,27103
312,[03:47:14.2534137],11991,68048,29592
313,[03:47:14.4033908],10496,68296,28705
